,year,month,day,t_max,t_min,wind,rain
600,2019.0,2.0,21.0,8.6,-0.5,4.2,0.5
601,2019.0,2.0,22.0,10.6,-2.7,7.6,1.6
602,2019.0,2.0,23.0,-0.8,-6.4,6.2,0.0
603,2019.0,2.0,24.0,1.5,-6.6,3.3,0.0
604,2019.0,2.0,25.0,6.5,-4.0,3.0,0.0
605,2019.0,2.0,26.0,10.5,-3.9,6.9,0.0
606,2019.0,2.0,27.0,9.5,-0.1,5.0,0.0
607,2019.0,2.0,28.0,12.9,0.9,8.4,0.0
608,2019.0,3.0,1.0,11.6,4.7,5.5,0.1
609,2019.0,3.0,2.0,6.9,2.5,4.5,0.4
610,2019.0,3.0,3.0,11.7,3.1,5.7,0.5
611,2019.0,3.0,4.0,14.8,4.1,9.8,0.0
612,2019.0,3.0,5.0,11.9,5.0,6.9,1.5
613,2019.0,3.0,6.0,13.6,3.5,4.7,0.5
614,2019.0,3.0,7.0,17.2,6.5,8.8,0.0
615,2019.0,3.0,8.0,14.8,7.8,4.7,1.7
616,2019.0,3.0,9.0,12.8,5.8,5.8,0.2
617,2019.0,3.0,10.0,13.8,6.8,9.1,0.2
618,2019.0,3.0,11.0,9.3,3.8,14.0,0.3
619,2019.0,3.0,12.0,7.9,0.0,5.8,0.0
620,2019.0,3.0,13.0,6.0,-1.6,5.7,2.1
621,2019.0,3.0,14.0,9.5,-0.9,3.8,0.0
622,2019.0,3.0,15.0,10.1,4.5,8.2,2.2
623,2019.0,3.0,16.0,10.0,7.7,7.2,0.9
624,2019.0,3.0,17.0,17.6,3.6,6.5,0.0
625,2019.0,3.0,18.0,11.5,6.2,8.7,1.5
626,2019.0,3.0,19.0,9.9,5.2,5.5,0.4
627,2019.0,3.0,20.0,10.0,2.5,2.1,0.0
628,2019.0,3.0,21.0,11.1,-0.6,2.0,0.0
629,2019.0,3.0,22.0,14.0,0.7,2.0,0.0
630,2019.0,3.0,23.0,15.6,2.5,2.8,0.0
631,2019.0,3.0,24.0,17.7,5.5,4.8,0.0
632,2019.0,3.0,25.0,12.1,7.5,5.5,0.2
633,2019.0,3.0,26.0,11.0,5.2,5.9,0.0
634,2019.0,3.0,27.0,9.0,1.6,5.6,0.0
635,2019.0,3.0,28.0,13.2,-1.1,3.6,0.0
636,2019.0,3.0,29.0,13.8,2.3,2.2,0.0
637,2019.0,3.0,30.0,15.7,2.1,2.0,0.0
638,2019.0,3.0,31.0,17.7,3.1,2.5,0.0
639,2019.0,4.0,1.0,13.9,6.1,5.9,0.0
640,2019.0,4.0,2.0,15.2,5.0,6.6,0.0
641,2019.0,4.0,3.0,15.5,8.2,6.6,0.0
642,2019.0,4.0,4.0,17.0,9.0,7.0,0.0
643,2019.0,4.0,5.0,15.0,6.6,7.7,3.0
644,2019.0,4.0,6.0,15.5,5.9,3.5,3.0
645,2019.0,4.0,7.0,17.6,6.7,4.0,0.0
646,2019.0,4.0,8.0,19.7,8.6,3.3,0.0
647,2019.0,4.0,9.0,19.0,12.0,4.5,0.4
648,2019.0,4.0,10.0,17.5,10.9,5.4,0.0
649,2019.0,4.0,11.0,14.2,10.0,6.5,6.4
650,2019.0,4.0,12.0,10.5,7.7,5.4,13.4
651,2019.0,4.0,13.0,10.1,7.7,5.4,0.2
652,2019.0,4.0,14.0,14.4,8.4,6.4,1.3
653,2019.0,4.0,15.0,12.4,4.6,6.4,0.0
654,2019.0,4.0,16.0,12.8,2.1,3.9,0.0
655,2019.0,4.0,17.0,15.2,3.4,3.0,0.0
656,2019.0,4.0,18.0,18.4,9.2,4.1,0.1
657,2019.0,4.0,19.0,20.7,11.3,4.0,0.0
658,2019.0,4.0,20.0,19.6,11.0,3.2,0.0
659,2019.0,4.0,21.0,20.3,11.8,3.6,0.0
660,2019.0,4.0,22.0,19.1,12.0,7.1,0.3
661,2019.0,4.0,23.0,11.8,9.9,7.4,4.8
662,2019.0,4.0,24.0,21.4,10.2,6.0,2.1
663,2019.0,4.0,25.0,23.8,12.7,6.3,0.0
664,2019.0,4.0,26.0,25.9,15.8,6.1,2.8
665,2019.0,4.0,27.0,17.7,12.2,6.7,4.3
666,2019.0,4.0,28.0,15.8,11.7,8.2,0.4
667,2019.0,4.0,29.0,15.9,10.3,5.2,0.9
668,2019.0,4.0,30.0,16.8,9.0,3.8,6.1
669,2019.0,5.0,1.0,19.3,10.4,6.4,0.0
670,2019.0,5.0,2.0,21.1,10.8,5.5,1.0
671,2019.0,5.0,3.0,16.9,11.9,5.9,0.6
672,2019.0,5.0,4.0,17.4,12.3,5.0,10.9
673,2019.0,5.0,5.0,11.3,7.1,5.8,27.1
674,2019.0,5.0,6.0,11.7,7.1,4.9,9.1
675,2019.0,5.0,7.0,15.2,6.8,6.3,0.0
676,2019.0,5.0,8.0,17.8,7.8,4.6,0.0
677,2019.0,5.0,9.0,11.4,9.9,5.0,17.0
678,2019.0,5.0,10.0,19.3,9.9,6.6,0.6
679,2019.0,5.0,11.0,22.3,11.2,3.6,0.8
680,2019.0,5.0,12.0,22.3,13.6,4.9,9.8
681,2019.0,5.0,13.0,16.4,8.8,6.3,1.2
682,2019.0,5.0,14.0,10.5,6.8,6.0,30.3
683,2019.0,5.0,15.0,11.6,8.5,3.0,9.3
684,2019.0,5.0,16.0,17.0,7.4,2.2,0.1
685,2019.0,5.0,17.0,20.0,10.4,2.6,0.0
686,2019.0,5.0,18.0,23.4,11.8,3.9,0.2
687,2019.0,5.0,19.0,24.4,14.2,4.7,3.5
688,2019.0,5.0,20.0,22.4,15.9,6.0,7.7
689,2019.0,5.0,21.0,19.8,12.7,5.4,5.7
690,2019.0,5.0,22.0,17.6,14.3,7.1,1.5
691,2019.0,5.0,23.0,18.5,12.6,7.7,0.0
692,2019.0,5.0,24.0,20.5,10.5,3.5,2.2
693,2019.0,5.0,25.0,23.9,13.6,2.9,0.0
694,2019.0,5.0,26.0,25.6,16.0,2.8,0.0
695,2019.0,5.0,27.0,25.6,17.3,4.2,7.8
696,2019.0,5.0,28.0,23.6,15.3,4.2,9.4
697,2019.0,5.0,29.0,21.8,14.2,3.3,5.8
698,2019.0,5.0,30.0,16.7,12.7,4.2,23.1
699,2019.0,5.0,31.0,23.1,12.9,3.3,1.4
700,2019.0,6.0,1.0,25.2,15.8,4.9,0.9
701,2019.0,6.0,2.0,27.2,17.0,3.6,0.0
702,2019.0,6.0,3.0,28.1,18.1,3.5,0.2
703,2019.0,6.0,4.0,27.5,18.7,3.3,0.0
704,2019.0,6.0,5.0,27.7,19.7,3.9,3.0
705,2019.0,6.0,6.0,26.2,17.3,4.8,4.6
706,2019.0,6.0,7.0,27.7,18.2,4.1,8.8
707,2019.0,6.0,8.0,27.1,18.2,6.0,0.0
708,2019.0,6.0,9.0,28.1,17.9,3.6,0.0
709,2019.0,6.0,10.0,30.4,20.0,4.2,0.0
710,2019.0,6.0,11.0,30.9,21.1,4.4,0.0
711,2019.0,6.0,12.0,31.1,21.5,5.4,0.0
712,2019.0,6.0,13.0,33.3,22.3,4.1,3.2
713,2019.0,6.0,14.0,33.0,23.3,3.7,0.0
714,2019.0,6.0,15.0,33.8,23.6,3.9,0.3
715,2019.0,6.0,16.0,31.7,24.4,4.7,7.1
716,2019.0,6.0,17.0,29.4,21.0,3.7,10.7
717,2019.0,6.0,18.0,26.6,19.9,4.3,3.0
718,2019.0,6.0,19.0,29.7,22.9,4.8,15.9
719,2019.0,6.0,20.0,29.8,22.4,2.5,6.9
720,2019.0,6.0,21.0,29.2,21.0,4.5,0.8
721,2019.0,6.0,22.0,29.8,22.3,3.3,2.4
722,2019.0,6.0,23.0,26.8,21.1,4.2,20.1
723,2019.0,6.0,24.0,29.0,20.3,5.7,0.8
724,2019.0,6.0,25.0,31.3,20.4,4.2,0.0
725,2019.0,6.0,26.0,32.5,23.9,3.2,0.0
726,2019.0,6.0,27.0,32.5,23.2,7.5,0.0
727,2019.0,6.0,28.0,26.2,18.3,4.0,0.0
728,2019.0,6.0,29.0,28.2,18.6,3.2,0.0
729,2019.0,6.0,30.0,29.1,20.7,4.3,0.0
730,2019.0,7.0,1.0,32.2,20.8,3.8,0.0
731,2019.0,7.0,2.0,30.9,23.2,6.3,0.0
732,2019.0,7.0,3.0,27.1,20.1,5.1,0.0
733,2019.0,7.0,4.0,25.8,19.1,4.2,0.0
734,2019.0,7.0,5.0,28.4,19.7,5.3,0.0
735,2019.0,7.0,6.0,29.6,20.8,5.7,0.0
736,2019.0,7.0,7.0,24.3,20.8,6.6,13.3
737,2019.0,7.0,8.0,23.0,17.4,4.7,0.0
738,2019.0,7.0,9.0,22.5,17.7,5.6,0.0
739,2019.0,7.0,10.0,23.1,17.3,5.7,0.0
740,2019.0,7.0,11.0,23.9,15.1,5.2,0.0
741,2019.0,7.0,12.0,21.3,17.3,3.5,0.0
742,2019.0,7.0,13.0,22.4,15.9,4.9,12.9
743,2019.0,7.0,14.0,25.9,15.6,4.9,0.6
744,2019.0,7.0,15.0,23.8,17.6,3.6,0.8
745,2019.0,7.0,16.0,26.1,18.0,4.5,0.0
746,2019.0,7.0,17.0,24.6,14.7,4.9,0.0
747,2019.0,7.0,18.0,27.8,18.8,3.8,1.0
748,2019.0,7.0,19.0,28.5,20.2,3.5,2.4
749,2019.0,7.0,20.0,30.2,20.8,4.3,0.0
750,2019.0,7.0,21.0,32.0,22.0,5.2,0.6
751,2019.0,7.0,22.0,28.6,21.1,5.7,0.0
752,2019.0,7.0,23.0,27.8,21.2,4.6,0.0
753,2019.0,7.0,24.0,29.8,19.9,3.4,0.0
754,2019.0,7.0,25.0,30.1,21.6,2.6,0.0
755,2019.0,7.0,26.0,32.5,22.6,3.1,0.1
756,2019.0,7.0,27.0,30.2,21.8,3.8,12.9
757,2019.0,7.0,28.0,32.2,20.7,5.0,5.4
758,2019.0,7.0,29.0,29.3,20.7,4.3,4.3
759,2019.0,7.0,30.0,30.5,20.8,5.5,0.0
760,2019.0,7.0,31.0,28.7,22.6,4.6,0.0
761,2019.0,8.0,1.0,30.6,21.8,4.4,0.9
762,2019.0,8.0,2.0,27.9,21.8,4.3,0.0
763,2019.0,8.0,3.0,25.8,18.2,5.6,37.4
764,2019.0,8.0,4.0,26.9,17.5,3.0,0.0
765,2019.0,8.0,5.0,27.2,19.7,4.2,0.5
766,2019.0,8.0,6.0,31.2,20.5,3.0,0.4
767,2019.0,8.0,7.0,31.7,22.6,6.0,1.5
768,2019.0,8.0,8.0,28.8,20.7,5.9,0.0
769,2019.0,8.0,9.0,30.7,22.0,4.1,0.1
770,2019.0,8.0,10.0,33.4,23.1,3.2,0.0
771,2019.0,8.0,11.0,33.6,23.7,4.7,0.0
772,2019.0,8.0,12.0,36.2,24.8,3.7,0.0
773,2019.0,8.0,13.0,28.0,20.3,7.2,3.7
774,2019.0,8.0,14.0,23.0,17.4,4.6,12.0
775,2019.0,8.0,15.0,24.2,16.8,2.5,0.0
776,2019.0,8.0,16.0,25.4,19.1,4.3,1.1
777,2019.0,8.0,17.0,27.4,17.9,3.1,0.0
778,2019.0,8.0,18.0,29.7,20.0,4.2,0.0
779,2019.0,8.0,19.0,32.3,21.7,3.3,0.0
780,2019.0,8.0,20.0,33.6,23.3,3.0,0.0
781,2019.0,8.0,21.0,30.2,22.5,5.5,0.5
782,2019.0,8.0,22.0,27.7,19.4,3.1,2.3
783,2019.0,8.0,23.0,30.5,21.6,2.2,0.0
784,2019.0,8.0,24.0,32.1,23.4,4.0,0.0
785,2019.0,8.0,25.0,32.0,23.7,3.3,1.5
786,2019.0,8.0,26.0,31.5,24.3,4.0,1.3
787,2019.0,8.0,27.0,31.5,24.4,3.9,0.9
788,2019.0,8.0,28.0,33.4,24.7,3.2,0.0
789,2019.0,8.0,29.0,33.1,25.4,2.9,0.0
790,2019.0,8.0,30.0,34.7,24.7,2.6,0.0
791,2019.0,8.0,31.0,33.1,25.0,3.9,0.1
792,2019.0,9.0,1.0,32.3,24.8,3.7,0.0
793,2019.0,9.0,2.0,32.6,22.2,4.7,0.0
794,2019.0,9.0,3.0,21.9,16.1,6.8,2.2
795,2019.0,9.0,4.0,25.6,15.9,1.9,0.0
796,2019.0,9.0,5.0,26.5,18.6,2.0,0.0
797,2019.0,9.0,6.0,26.3,17.3,4.0,0.0
798,2019.0,9.0,7.0,20.5,18.2,3.0,2.4
799,2019.0,9.0,8.0,23.0,17.6,2.6,5.3
800,2019.0,9.0,9.0,21.8,15.0,5.6,20.3
801,2019.0,9.0,10.0,22.7,14.7,3.2,0.0
802,2019.0,9.0,11.0,26.1,16.7,2.0,0.0
803,2019.0,9.0,12.0,25.5,19.7,5.4,0.0
804,2019.0,9.0,13.0,25.4,16.3,4.3,0.0
805,2019.0,9.0,14.0,25.6,18.4,4.4,0.0
806,2019.0,9.0,15.0,23.8,15.7,3.2,0.0
807,2019.0,9.0,16.0,26.7,17.5,3.5,0.0
808,2019.0,9.0,17.0,22.0,16.7,6.1,0.0
809,2019.0,9.0,18.0,17.2,11.2,8.4,0.0
810,2019.0,9.0,19.0,17.1,10.4,4.8,0.0
811,2019.0,9.0,20.0,18.8,9.8,3.5,0.0
812,2019.0,9.0,21.0,19.5,12.4,2.0,0.0
813,2019.0,9.0,22.0,22.5,13.1,4.2,0.0
814,2019.0,9.0,23.0,17.7,13.7,4.7,0.0
815,2019.0,9.0,24.0,20.4,14.2,2.1,0.0
816,2019.0,9.0,25.0,20.2,14.9,3.3,1.3
817,2019.0,9.0,26.0,21.1,14.5,5.2,1.9
818,2019.0,9.0,27.0,23.0,14.7,2.8,0.0
819,2019.0,9.0,28.0,17.5,16.4,3.6,0.7
820,2019.0,9.0,29.0,22.6,14.7,4.4,0.0
821,2019.0,9.0,30.0,24.0,15.9,10.7,0.0
822,2019.0,10.0,1.0,22.7,13.4,4.7,0.0
823,2019.0,10.0,2.0,23.1,15.9,5.5,2.5
824,2019.0,10.0,3.0,15.2,10.2,9.1,0.3
825,2019.0,10.0,4.0,16.2,8.1,3.5,0.0
826,2019.0,10.0,5.0,13.1,10.3,7.3,4.1
827,2019.0,10.0,6.0,14.6,8.9,7.1,0.3
828,2019.0,10.0,7.0,12.1,8.2,3.4,0.0
829,2019.0,10.0,8.0,13.9,7.2,4.3,0.0
830,2019.0,10.0,9.0,19.2,10.3,7.9,0.0
831,2019.0,10.0,10.0,15.4,11.1,6.8,2.2
832,2019.0,10.0,11.0,17.3,9.4,4.2,0.0
833,2019.0,10.0,12.0,20.6,11.1,3.1,0.0
834,2019.0,10.0,13.0,20.6,13.3,2.2,0.0
835,2019.0,10.0,14.0,21.4,14.6,3.2,0.0
836,2019.0,10.0,15.0,22.7,14.8,3.6,0.0
837,2019.0,10.0,16.0,17.3,14.1,3.1,0.0
838,2019.0,10.0,17.0,21.5,13.8,1.6,0.0
839,2019.0,10.0,18.0,21.0,14.5,3.1,0.0
840,2019.0,10.0,19.0,21.6,13.4,5.5,0.0
841,2019.0,10.0,20.0,22.8,15.0,5.1,0.0
842,2019.0,10.0,21.0,23.6,15.6,3.7,0.0
843,2019.0,10.0,22.0,23.0,15.7,1.5,0.0
844,2019.0,10.0,23.0,23.3,16.2,2.7,0.0
845,2019.0,10.0,24.0,22.1,14.8,2.8,0.0
846,2019.0,10.0,25.0,21.9,14.7,2.3,0.0
847,2019.0,10.0,26.0,19.7,13.7,1.7,0.0
848,2019.0,10.0,27.0,20.4,13.6,1.2,0.0
849,2019.0,10.0,28.0,17.2,12.3,4.0,0.0
850,2019.0,10.0,29.0,11.4,9.3,2.4,9.8
851,2019.0,10.0,30.0,11.5,7.5,3.1,0.0
852,2019.0,10.0,31.0,10.1,5.6,1.5,0.0
853,2019.0,11.0,1.0,9.7,5.3,3.5,0.0
854,2019.0,11.0,2.0,11.1,6.3,4.8,0.0
855,2019.0,11.0,3.0,16.4,9.8,6.6,0.4
856,2019.0,11.0,4.0,15.7,9.9,5.3,9.6
857,2019.0,11.0,5.0,16.3,9.2,6.6,12.3
858,2019.0,11.0,6.0,12.7,9.7,4.3,5.1
859,2019.0,11.0,7.0,13.9,9.6,2.2,8.2
860,2019.0,11.0,8.0,13.5,8.5,4.3,0.0
861,2019.0,11.0,9.0,15.1,10.5,3.1,0.0
862,2019.0,11.0,10.0,10.1,7.4,4.2,1.3
863,2019.0,11.0,11.0,10.2,5.5,6.1,0.0
864,2019.0,11.0,12.0,10.2,7.0,3.5,1.9
865,2019.0,11.0,13.0,16.4,10.4,7.7,14.9
866,2019.0,11.0,14.0,11.4,6.4,3.9,0.3
867,2019.0,11.0,15.0,14.5,8.4,3.8,0.0
868,2019.0,11.0,16.0,16.3,10.3,4.0,0.0
869,2019.0,11.0,17.0,13.8,10.2,4.6,0.0
870,2019.0,11.0,18.0,14.1,9.6,5.0,0.2
871,2019.0,11.0,19.0,11.6,8.1,3.5,0.0
872,2019.0,11.0,20.0,10.9,9.3,4.9,4.3
873,2019.0,11.0,21.0,11.5,9.5,4.0,5.3
874,2019.0,11.0,22.0,11.8,8.4,5.1,1.3
875,2019.0,11.0,23.0,9.0,4.6,5.3,0.0
876,2019.0,11.0,24.0,9.8,5.7,4.5,0.0
877,2019.0,11.0,25.0,10.6,5.7,1.8,0.0
878,2019.0,11.0,26.0,10.2,6.6,1.2,0.0
879,2019.0,11.0,27.0,9.7,5.4,5.0,2.6
880,2019.0,11.0,28.0,10.3,9.0,2.6,7.5
881,2019.0,11.0,29.0,11.0,7.4,3.8,0.0
882,2019.0,11.0,30.0,5.5,1.6,7.4,0.0
883,2019.0,12.0,1.0,4.2,0.7,4.7,0.0
884,2019.0,12.0,2.0,1.8,0.2,4.7,6.7
885,2019.0,12.0,3.0,1.0,-1.6,4.1,0.0
886,2019.0,12.0,4.0,-0.7,-3.5,2.0,0.0
887,2019.0,12.0,5.0,-0.2,-2.6,2.4,0.0
888,2019.0,12.0,6.0,0.2,-2.8,1.6,0.0
889,2019.0,12.0,7.0,2.8,-1.6,2.6,0.0
890,2019.0,12.0,8.0,6.3,1.6,2.1,0.0
891,2019.0,12.0,9.0,6.2,4.2,3.3,3.3
892,2019.0,12.0,10.0,5.7,1.2,8.3,4.9
893,2019.0,12.0,11.0,2.4,-0.4,2.6,0.0
894,2019.0,12.0,12.0,3.5,1.0,2.9,4.7
895,2019.0,12.0,13.0,5.0,3.3,4.5,5.0
896,2019.0,12.0,14.0,4.7,3.7,4.2,1.6
897,2019.0,12.0,15.0,7.4,2.5,3.4,0.0
898,2019.0,12.0,16.0,9.2,4.6,3.8,0.0
899,2019.0,12.0,17.0,14.1,7.2,6.7,0.0
900,2019.0,12.0,18.0,12.0,7.6,3.9,0.0
901,2019.0,12.0,19.0,8.9,6.3,2.3,0.0
902,2019.0,12.0,20.0,10.1,5.2,6.1,0.0
903,2019.0,12.0,21.0,10.9,9.6,6.3,4.5
904,2019.0,12.0,22.0,9.3,6.2,6.3,17.2
905,2019.0,12.0,23.0,7.6,7.0,9.9,4.9
906,2019.0,12.0,24.0,7.8,5.4,9.4,0.0
907,2019.0,12.0,25.0,8.3,4.6,6.2,3.1
908,2019.0,12.0,26.0,6.4,3.2,6.0,0.0
909,2019.0,12.0,27.0,4.6,1.6,4.9,0.0
910,2019.0,12.0,28.0,3.0,-0.1,7.2,0.0
911,2019.0,12.0,29.0,1.0,-1.1,3.2,0.0
912,2019.0,12.0,30.0,1.1,-1.5,2.3,0.0
913,2019.0,12.0,31.0,4.4,-0.6,5.1,0.0
914,2020.0,1.0,1.0,3.0,0.2,4.5,0.0
915,2020.0,1.0,2.0,3.3,-0.5,1.6,0.0
916,2020.0,1.0,3.0,2.4,-0.7,1.6,0.0
917,2020.0,1.0,4.0,6.7,1.1,7.4,0.0
918,2020.0,1.0,5.0,3.5,-0.7,7.9,0.1
919,2020.0,1.0,6.0,1.0,-1.0,1.7,0.0
920,2020.0,1.0,7.0,1.7,-1.3,1.5,0.0
921,2020.0,1.0,8.0,1.1,-1.2,1.2,0.0
922,2020.0,1.0,9.0,1.3,-1.0,1.8,0.0
923,2020.0,1.0,10.0,1.5,-0.7,2.6,0.0
924,2020.0,1.0,11.0,6.5,0.2,4.8,0.0
925,2020.0,1.0,12.0,4.2,0.8,1.4,0.0
926,2020.0,1.0,13.0,2.7,-0.3,1.9,0.0
927,2020.0,1.0,14.0,2.9,-0.5,2.1,0.0
928,2020.0,1.0,15.0,3.1,-0.4,2.3,0.0
929,2020.0,1.0,16.0,3.0,-0.1,1.4,0.0
930,2020.0,1.0,17.0,2.5,-0.3,2.2,0.0
931,2020.0,1.0,18.0,1.7,-0.8,2.3,0.0
932,2020.0,1.0,19.0,2.8,0.1,2.5,0.1
933,2020.0,1.0,20.0,4.4,-0.1,2.6,0.0
934,2020.0,1.0,21.0,3.6,-0.5,1.5,0.0
935,2020.0,1.0,22.0,2.8,-0.9,4.7,0.0
936,2020.0,1.0,23.0,3.4,-0.6,4.6,0.0
937,2020.0,1.0,24.0,1.7,-1.6,1.9,0.0
938,2020.0,1.0,25.0,1.6,-0.9,1.6,0.9
939,2020.0,1.0,26.0,1.2,0.3,1.9,0.4
940,2020.0,1.0,27.0,5.7,1.5,2.0,0.0
941,2020.0,1.0,28.0,4.7,0.3,3.6,6.8
942,2020.0,1.0,29.0,5.3,1.5,6.8,0.1
943,2020.0,1.0,30.0,4.5,0.3,6.7,0.4
944,2020.0,1.0,31.0,11.0,1.5,7.1,0.7
945,2020.0,2.0,1.0,10.6,5.5,3.3,0.0
946,2020.0,2.0,2.0,12.8,8.6,8.4,0.4
947,2020.0,2.0,3.0,10.8,7.3,7.6,5.0
948,2020.0,2.0,4.0,7.4,3.0,12.6,9.8
949,2020.0,2.0,5.0,7.0,0.9,11.2,0.0
950,2020.0,2.0,6.0,4.3,-0.1,7.3,0.0
951,2020.0,2.0,7.0,6.8,1.2,5.3,0.0
952,2020.0,2.0,8.0,4.1,-0.8,3.7,0.0
953,2020.0,2.0,9.0,5.3,-0.6,2.9,0.0
954,2020.0,2.0,10.0,12.0,3.5,8.6,0.4
955,2020.0,2.0,11.0,7.9,4.4,11.0,2.1
956,2020.0,2.0,12.0,6.4,2.2,7.3,0.0
957,2020.0,2.0,13.0,7.4,1.4,6.3,1.0
958,2020.0,2.0,14.0,8.0,4.9,6.7,4.3
959,2020.0,2.0,15.0,8.2,2.5,3.4,0.0
960,2020.0,2.0,16.0,9.1,2.0,3.6,0.0
961,2020.0,2.0,17.0,11.0,3.6,2.6,0.0
962,2020.0,2.0,18.0,10.8,6.0,6.1,0.4
963,2020.0,2.0,19.0,7.8,3.1,6.0,0.2
964,2020.0,2.0,20.0,6.8,2.2,5.8,0.0
965,2020.0,2.0,21.0,7.8,2.6,8.8,0.4
966,2020.0,2.0,22.0,8.6,1.6,4.9,0.0
967,2020.0,2.0,23.0,10.8,5.0,8.5,0.4
968,2020.0,2.0,24.0,12.3,5.0,9.6,1.9
969,2020.0,2.0,25.0,14.4,4.2,5.5,1.9
970,2020.0,2.0,26.0,8.9,4.7,7.7,7.1
971,2020.0,2.0,27.0,6.8,2.6,7.8,0.0
972,2020.0,2.0,28.0,7.1,2.1,11.9,3.7
973,2020.0,2.0,29.0,8.9,1.4,6.6,0.0
974,2020.0,3.0,1.0,9.6,6.5,6.2,5.6
975,2020.0,3.0,2.0,12.4,7.5,6.6,12.9
976,2020.0,3.0,3.0,10.5,6.1,4.7,4.3
977,2020.0,3.0,4.0,8.9,5.1,6.4,0.0
978,2020.0,3.0,5.0,9.8,2.9,4.0,0.0
979,2020.0,3.0,6.0,5.6,3.8,4.8,11.8
980,2020.0,3.0,7.0,9.3,4.9,6.8,1.2
981,2020.0,3.0,8.0,9.0,2.5,4.5,0.0
982,2020.0,3.0,9.0,10.0,3.4,2.6,0.0
983,2020.0,3.0,10.0,11.3,4.4,4.6,0.0
984,2020.0,3.0,11.0,14.6,6.8,4.8,1.5
985,2020.0,3.0,12.0,16.7,9.5,5.3,0.0
986,2020.0,3.0,13.0,13.1,7.2,7.6,0.4
987,2020.0,3.0,14.0,9.7,4.8,5.8,0.0
988,2020.0,3.0,15.0,8.9,2.1,4.1,0.0
989,2020.0,3.0,16.0,10.6,2.5,6.1,0.0
990,2020.0,3.0,17.0,13.1,4.1,1.5,0.0
991,2020.0,3.0,18.0,15.5,7.8,1.7,0.0
992,2020.0,3.0,19.0,17.2,8.9,2.2,0.0
993,2020.0,3.0,20.0,17.6,10.5,2.8,0.0
994,2020.0,3.0,21.0,15.4,4.8,6.9,2.9
995,2020.0,3.0,22.0,5.8,1.4,4.8,1.0
996,2020.0,3.0,23.0,3.7,0.0,9.3,1.1
997,2020.0,3.0,24.0,6.2,0.1,7.7,0.0
998,2020.0,3.0,25.0,5.0,0.5,6.2,0.0
999,2020.0,3.0,26.0,11.9,3.0,5.4,0.0
1000,2020.0,3.0,27.0,14.4,6.2,3.6,0.0
1001,2020.0,3.0,28.0,16.4,8.0,2.7,0.0
1002,2020.0,3.0,29.0,15.8,8.8,5.7,0.0
1003,2020.0,3.0,30.0,8.1,2.0,4.2,1.4
1004,2020.0,3.0,31.0,8.3,1.6,2.8,0.0
1005,2020.0,4.0,1.0,10.0,3.1,1.9,0.0
1006,2020.0,4.0,2.0,11.1,3.2,2.8,0.0
1007,2020.0,4.0,3.0,13.8,4.2,4.1,0.0
1008,2020.0,4.0,4.0,15.0,6.6,3.8,0.0
1009,2020.0,4.0,5.0,15.9,7.9,4.6,0.0
1010,2020.0,4.0,6.0,15.6,8.0,3.8,0.0
1011,2020.0,4.0,7.0,17.0,8.2,1.9,0.0
1012,2020.0,4.0,8.0,19.2,9.8,1.4,0.0
1013,2020.0,4.0,9.0,20.5,11.3,3.9,0.0
1014,2020.0,4.0,10.0,18.8,12.5,4.7,0.0
1015,2020.0,4.0,11.0,18.9,10.6,2.5,0.0
1016,2020.0,4.0,12.0,17.9,10.8,3.4,0.0
1017,2020.0,4.0,13.0,21.1,11.9,6.1,0.3
1018,2020.0,4.0,14.0,10.9,7.2,6.9,0.2
1019,2020.0,4.0,15.0,13.6,5.3,5.0,0.0
1020,2020.0,4.0,16.0,19.5,8.1,4.1,0.0
1021,2020.0,4.0,17.0,21.4,11.4,5.4,0.0
1022,2020.0,4.0,18.0,20.5,12.7,3.0,1.0
1023,2020.0,4.0,19.0,17.0,12.4,5.1,11.4
1024,2020.0,4.0,20.0,15.4,8.4,5.5,0.0
1025,2020.0,4.0,21.0,16.2,7.8,6.0,0.0
1026,2020.0,4.0,22.0,17.2,8.4,4.1,0.0
1027,2020.0,4.0,23.0,18.5,9.6,2.8,0.0
1028,2020.0,4.0,24.0,18.9,11.4,4.7,0.0
1029,2020.0,4.0,25.0,18.4,12.3,8.5,0.4
1030,2020.0,4.0,26.0,18.3,9.2,3.2,0.0
1031,2020.0,4.0,27.0,18.8,10.9,3.9,0.0
1032,2020.0,4.0,28.0,22.2,12.1,5.3,2.5
1033,2020.0,4.0,29.0,18.4,14.2,5.6,3.1
1034,2020.0,4.0,30.0,21.0,12.1,6.3,0.5
1035,2020.0,5.0,1.0,19.1,14.1,4.8,1.1
1036,2020.0,5.0,2.0,19.4,12.3,6.0,0.0
1037,2020.0,5.0,3.0,17.8,10.9,7.9,0.0
1038,2020.0,5.0,4.0,19.5,10.0,4.1,0.1
1039,2020.0,5.0,5.0,17.5,12.0,7.4,4.8
1040,2020.0,5.0,6.0,15.6,8.0,8.5,0.0
1041,2020.0,5.0,7.0,16.3,9.4,8.0,0.0
1042,2020.0,5.0,8.0,21.8,9.7,2.6,0.0
1043,2020.0,5.0,9.0,23.1,14.1,3.4,0.0
1044,2020.0,5.0,10.0,24.0,15.8,4.2,0.0
1045,2020.0,5.0,11.0,24.6,15.8,8.3,0.0
1046,2020.0,5.0,12.0,15.5,8.4,7.9,0.0
