,year,month,day,t_max,t_min,wind,rain
1047,2020.0,5.0,13.0,11.2,7.3,3.5,1.0
1048,2020.0,5.0,14.0,22.4,11.3,4.7,0.6
1049,2020.0,5.0,15.0,19.4,11.1,7.6,4.1
1050,2020.0,5.0,16.0,19.9,9.1,3.1,0.0
1051,2020.0,5.0,17.0,20.9,12.8,3.5,6.3
1052,2020.0,5.0,18.0,24.3,13.7,2.4,0.0
1053,2020.0,5.0,19.0,25.1,16.7,4.0,0.1
1054,2020.0,5.0,20.0,19.7,15.7,3.7,9.7
1055,2020.0,5.0,21.0,20.0,13.2,4.9,0.0
1056,2020.0,5.0,22.0,19.1,11.0,4.1,0.0
1057,2020.0,5.0,23.0,16.8,13.0,3.1,1.5
1058,2020.0,5.0,24.0,19.9,12.0,9.9,2.7
1059,2020.0,5.0,25.0,17.9,12.0,7.1,0.2
1060,2020.0,5.0,26.0,20.4,10.5,4.8,2.0
1061,2020.0,5.0,27.0,21.8,12.1,3.9,1.2
1062,2020.0,5.0,28.0,20.9,13.1,6.1,0.3
1063,2020.0,5.0,29.0,20.4,12.5,4.8,1.2
1064,2020.0,5.0,30.0,19.7,12.5,3.9,5.1
1065,2020.0,5.0,31.0,13.4,10.7,8.3,0.0
1066,2020.0,6.0,1.0,22.4,12.1,4.3,1.5
1067,2020.0,6.0,2.0,19.9,13.5,4.8,0.2
1068,2020.0,6.0,3.0,21.8,11.7,3.9,1.3
1069,2020.0,6.0,4.0,24.5,14.6,7.9,1.3
1070,2020.0,6.0,5.0,23.3,16.6,7.6,9.1
1071,2020.0,6.0,6.0,25.9,14.8,3.4,1.9
1072,2020.0,6.0,7.0,27.0,19.3,4.5,12.1
1073,2020.0,6.0,8.0,23.6,15.4,4.2,3.1
1074,2020.0,6.0,9.0,26.1,15.9,2.1,1.6
1075,2020.0,6.0,10.0,25.1,18.7,3.3,8.2
1076,2020.0,6.0,11.0,25.3,18.4,3.0,2.4
1077,2020.0,6.0,12.0,26.5,16.5,2.2,0.4
1078,2020.0,6.0,13.0,30.2,19.1,2.3,1.2
1079,2020.0,6.0,14.0,28.3,22.2,3.2,17.6
1080,2020.0,6.0,15.0,23.6,18.1,3.3,19.0
1081,2020.0,6.0,16.0,21.3,18.0,4.1,19.3
1082,2020.0,6.0,17.0,23.1,18.9,3.8,9.9
1083,2020.0,6.0,18.0,22.5,18.6,5.5,10.2
1084,2020.0,6.0,19.0,24.0,16.8,7.9,0.0
1085,2020.0,6.0,20.0,20.3,16.6,7.6,0.0
1086,2020.0,6.0,21.0,21.2,15.1,6.8,2.8
1087,2020.0,6.0,22.0,22.8,17.1,5.8,0.8
1088,2020.0,6.0,23.0,26.2,18.8,4.4,0.0
1089,2020.0,6.0,24.0,25.1,15.8,3.7,0.0
1090,2020.0,6.0,25.0,27.5,18.2,3.3,0.0
1091,2020.0,6.0,26.0,29.7,20.3,6.2,3.6
1092,2020.0,6.0,27.0,30.4,20.7,4.4,2.3
1093,2020.0,6.0,28.0,33.0,22.9,3.5,0.0
1094,2020.0,6.0,29.0,32.0,19.1,9.6,2.3
1095,2020.0,6.0,30.0,27.6,18.0,4.8,0.0
1096,2020.0,7.0,1.0,30.5,20.7,4.1,0.0
1097,2020.0,7.0,2.0,31.8,23.1,3.1,3.9
1098,2020.0,7.0,3.0,25.2,21.4,7.0,6.4
1099,2020.0,7.0,4.0,28.1,20.4,3.5,1.2
1100,2020.0,7.0,5.0,29.3,19.3,4.1,0.0
1101,2020.0,7.0,6.0,29.8,21.9,7.6,0.0
1102,2020.0,7.0,7.0,23.1,15.8,9.1,1.3
1103,2020.0,7.0,8.0,26.5,16.2,3.5,0.0
1104,2020.0,7.0,9.0,26.7,19.4,3.7,0.0
1105,2020.0,7.0,10.0,31.8,20.7,4.8,0.0
1106,2020.0,7.0,11.0,31.2,18.1,6.3,3.5
1107,2020.0,7.0,12.0,22.6,16.2,5.2,4.0
1108,2020.0,7.0,13.0,23.8,17.1,3.2,0.3
1109,2020.0,7.0,14.0,24.6,17.4,2.2,0.0
1110,2020.0,7.0,15.0,26.0,18.1,3.4,0.0
1111,2020.0,7.0,16.0,24.6,18.6,5.0,0.0
1112,2020.0,7.0,17.0,23.1,16.4,4.7,0.8
1113,2020.0,7.0,18.0,21.2,17.1,2.6,2.1
1114,2020.0,7.0,19.0,27.4,16.4,2.2,3.2
1115,2020.0,7.0,20.0,28.9,18.4,4.1,0.0
1116,2020.0,7.0,21.0,30.2,21.0,3.8,0.4
1117,2020.0,7.0,22.0,28.2,20.9,3.9,2.8
1118,2020.0,7.0,23.0,29.5,22.6,3.8,0.0
1119,2020.0,7.0,24.0,29.8,21.2,4.8,7.3
1120,2020.0,7.0,25.0,27.3,20.2,4.1,5.7
1121,2020.0,7.0,26.0,29.2,19.4,4.1,0.0
1122,2020.0,7.0,27.0,29.7,20.9,4.2,0.0
1123,2020.0,7.0,28.0,32.9,22.6,4.4,0.0
1124,2020.0,7.0,29.0,30.5,23.8,5.0,0.0
1125,2020.0,7.0,30.0,32.8,24.0,3.2,0.0
1126,2020.0,7.0,31.0,31.4,24.6,4.6,0.0
1127,2020.0,8.0,1.0,28.8,21.2,3.9,0.0
1128,2020.0,8.0,2.0,29.8,20.5,4.3,0.0
1129,2020.0,8.0,3.0,31.5,21.7,5.2,0.5
1130,2020.0,8.0,4.0,29.6,20.6,5.4,4.3
1131,2020.0,8.0,5.0,25.0,20.6,3.1,3.4
1132,2020.0,8.0,6.0,29.7,20.5,4.7,1.3
1133,2020.0,8.0,7.0,31.5,22.7,5.8,0.0
1134,2020.0,8.0,8.0,32.9,24.2,3.8,0.0
1135,2020.0,8.0,9.0,33.0,24.8,3.1,0.0
1136,2020.0,8.0,10.0,33.0,25.3,2.8,1.5
1137,2020.0,8.0,11.0,33.1,23.5,3.8,1.4
1138,2020.0,8.0,12.0,32.1,24.1,4.0,0.0
1139,2020.0,8.0,13.0,31.3,22.6,3.2,0.0
1140,2020.0,8.0,14.0,31.0,24.6,3.3,0.0
1141,2020.0,8.0,15.0,28.9,23.0,2.6,1.1
1142,2020.0,8.0,16.0,26.0,20.5,3.4,25.9
1143,2020.0,8.0,17.0,30.9,21.8,3.9,4.4
1144,2020.0,8.0,18.0,27.4,22.1,4.3,6.6
1145,2020.0,8.0,19.0,27.8,21.2,4.5,1.1
1146,2020.0,8.0,20.0,30.1,20.0,3.6,0.0
1147,2020.0,8.0,21.0,31.6,22.3,2.7,0.0
1148,2020.0,8.0,22.0,32.9,23.2,2.1,0.0
1149,2020.0,8.0,23.0,28.7,21.6,4.9,3.7
1150,2020.0,8.0,24.0,28.9,22.0,4.0,0.0
1151,2020.0,8.0,25.0,26.7,21.0,4.6,0.0
1152,2020.0,8.0,26.0,30.3,20.4,5.6,0.0
1153,2020.0,8.0,27.0,26.1,19.5,7.7,0.0
1154,2020.0,8.0,28.0,29.1,19.0,4.8,0.0
1155,2020.0,8.0,29.0,32.7,22.1,6.7,0.0
1156,2020.0,8.0,30.0,34.3,23.4,7.6,0.0
1157,2020.0,8.0,31.0,26.2,19.1,7.0,0.2
1158,2020.0,9.0,1.0,19.7,15.7,5.5,16.7
1159,2020.0,9.0,2.0,24.0,13.9,5.3,0.0
1160,2020.0,9.0,3.0,25.1,17.1,4.1,0.0
1161,2020.0,9.0,4.0,25.9,16.7,3.0,0.0
1162,2020.0,9.0,5.0,28.9,19.7,2.4,0.0
1163,2020.0,9.0,6.0,30.1,21.0,2.3,0.0
1164,2020.0,9.0,7.0,26.5,20.4,4.9,0.2
1165,2020.0,9.0,8.0,25.9,17.5,2.8,0.0
1166,2020.0,9.0,9.0,28.0,18.5,2.1,0.0
1167,2020.0,9.0,10.0,27.7,19.6,3.0,0.0
1168,2020.0,9.0,11.0,27.5,19.6,2.8,0.0
1169,2020.0,9.0,12.0,29.6,20.5,3.0,0.0
1170,2020.0,9.0,13.0,30.2,22.3,2.7,0.0
1171,2020.0,9.0,14.0,30.5,22.4,3.9,0.0
1172,2020.0,9.0,15.0,30.7,22.8,3.9,0.0
1173,2020.0,9.0,16.0,30.5,23.0,2.7,0.0
1174,2020.0,9.0,17.0,30.5,19.9,3.9,0.8
1175,2020.0,9.0,18.0,23.5,17.2,3.6,0.0
1176,2020.0,9.0,19.0,23.1,16.5,2.6,0.0
1177,2020.0,9.0,20.0,25.7,16.3,4.0,0.0
1178,2020.0,9.0,21.0,26.8,17.8,4.1,0.0
1179,2020.0,9.0,22.0,28.1,18.5,4.7,0.0
1180,2020.0,9.0,23.0,26.4,19.4,2.5,1.8
1181,2020.0,9.0,24.0,24.9,18.9,2.0,1.0
1182,2020.0,9.0,25.0,21.6,18.5,5.6,9.2
1183,2020.0,9.0,26.0,18.3,11.8,7.6,10.4
1184,2020.0,9.0,27.0,16.9,9.5,6.0,0.0
1185,2020.0,9.0,28.0,19.6,13.3,6.0,8.5
1186,2020.0,9.0,29.0,17.0,13.4,6.0,0.2
1187,2020.0,9.0,30.0,16.0,11.9,6.9,0.2
